Well_ID,pct_missing,rep,n_held,rank,n,kge,r2,rmse,mae,nse,r
414236112101201,40,6,115,3,115,0.3064352955726186,0.33684863285769373,1.0420175709846935,0.8161749388869636,0.33684863285769373,0.6075432965247692
414236112101201,40,7,115,3,115,0.26880659322274836,0.3139603566352329,1.204451681525825,0.9461362904340248,0.3139603566352329,0.6117288007884155
414236112101201,40,8,115,3,115,0.28389233389698065,0.3179719442606016,1.1370694835858242,0.949096029241936,0.3179719442606016,0.5921792899698523
414236112101201,40,9,115,3,115,0.2847674974898553,0.3406066388157123,1.1653322528853745,0.9154125706581513,0.3406066388157123,0.638882243722349
414236112101201,40,10,115,3,115,0.304863975082576,0.31337845273923337,1.0437949968103837,0.8188119786232678,0.31337845273923337,0.5744889780994378
414236112101201,40,11,115,3,115,0.27785687689018224,0.2928912951467505,1.1177869728386771,0.8751039098906878,0.2928912951467505,0.5669322752020055
414236112101201,40,12,115,3,115,0.3275059506870873,0.33119076121398094,1.00757257139655,0.7952855223629582,0.33119076121398094,0.5877370491785667
414236112101201,40,13,115,3,115,0.2759938386686036,0.3052938486379688,1.175348771361182,0.8870583461800181,0.3052938486379688,0.6288308838814013
414236112101201,40,14,115,3,115,0.26843203339049904,0.2381132492909469,1.162573812921393,0.896303627618703,0.2381132492909469,0.5718111026161284
414236112101201,40,15,115,3,115,0.25346179244011613,0.3183413372961147,1.1671155762325873,0.9284983062221489,0.3183413372961147,0.6357093817827397
414236112101201,40,16,115,3,115,0.25722475694059355,0.28476047280841243,1.121063650286033,0.8698423543039889,0.28476047280841243,0.5600427565601556
414236112101201,40,17,115,3,115,0.278796386911471,0.2979288273071181,1.1090178204552368,0.88128014431677,0.2979288273071181,0.562467823021559
414236112101201,40,18,115,3,115,0.3188249166812972,0.32283509031700586,1.0919854574337517,0.8513985035254218,0.32283509031700586,0.5922628582075751
414236112101201,40,19,115,3,115,0.2880911328022453,0.2775039078659336,1.1010005840413133,0.8591517505757467,0.2775039078659336,0.5621004235806472
414236112101201,50,0,144,3,144,0.24123915224786907,0.2892393471501925,1.1541180049451518,0.9069720131812018,0.2892393471501925,0.5752124669338848
414236112101201,50,1,144,3,144,0.25140888496817404,0.3082950231823143,1.1594496200022346,0.952067443052575,0.3082950231823143,0.6084007692247766
414236112101201,50,2,144,3,144,0.16864126181256556,0.2080522726020826,1.335805553149189,1.0209862681743402,0.2080522726020826,0.568921321127092
414236112101201,50,3,144,3,144,0.24564063220363574,0.288560543820944,1.1732907975541347,0.9146000999936947,0.288560543820944,0.5801795080054488
414236112101201,50,4,144,3,144,0.2460138485536869,0.3070893768532399,1.1776708028444658,0.9376747419292997,0.3070893768532399,0.6108861740454972
414236112101201,50,5,144,3,144,0.21894633709951494,0.27897100909047123,1.2008649160963043,0.9535608809622241,0.27897100909047123,0.5901173964960401
414236112101201,50,6,144,3,144,0.26536727415666006,0.30655702515426253,1.0733363352489902,0.8845895022628775,0.30655702515426253,0.5921431588750481
414236112101201,50,7,144,3,144,0.24916669692027005,0.27722082682074534,1.1030041218436184,0.8727945122536261,0.27722082682074534,0.5457474790819115
414236112101201,50,8,144,3,144,0.23412716731761607,0.27781936367948923,1.1932297667466323,0.9798566414381943,0.27781936367948923,0.5633516990371936
414236112101201,50,9,144,3,144,0.24389393313885588,0.28234725165824426,1.1701809200485833,0.9450043207217378,0.28234725165824426,0.5649780878032774
414236112101201,50,10,144,3,144,0.26678867452910027,0.2726162552977822,1.0714354447305365,0.8541974033679859,0.2726162552977822,0.535222523120877
414236112101201,50,11,144,3,144,0.19862570232333798,0.23836453895073773,1.2528942502649427,0.9535901096841334,0.23836453895073773,0.5772775048488852
414236112101201,50,12,144,3,144,0.3098159852737763,0.3121784555086532,1.0560755271615654,0.8456052419051995,0.3121784555086532,0.570561687156228
414236112101201,50,13,144,3,144,0.3109039880679203,0.3044393519668258,1.0811882909755768,0.8814194946354519,0.3044393519668258,0.6022891434260259
414236112101201,50,14,144,3,144,0.261800070758923,0.316792361244865,1.082430780176696,0.8348004429288317,0.316792361244865,0.613446285127918
