pct_missing,rep,status,n_removed,n_remaining,n_scored,mae,rmse,r,r2,kge,nse
5,18,ok,10,192,10.0,1.770443313110627,2.0391147294184817,0.9207373385187501,0.8060905507443561,0.9170734475587593,0.806090550744357
5,19,ok,10,192,10.0,1.691241230612468,2.0314601965126915,0.9495329400065569,0.753292776290967,0.7385000421995538,0.7532927762909685
5,20,ok,10,192,10.0,2.5042712386183665,3.0830242937458827,0.8620814207731534,0.6376112884012748,0.843396791278261,0.6376112884012763
5,21,ok,10,192,10.0,2.62817640866906,2.870770940279169,0.9181827818057801,0.8204584530042038,0.8025010900245452,0.8204584530042043
5,22,ok,10,192,10.0,1.9972532542747103,2.8624837112746166,0.8994543477742878,0.8074021987604021,0.8433058804308317,0.8074021987604025
5,23,ok,10,192,10.0,2.1221219673897393,2.444249756973298,0.8563493712681747,0.7112048123695569,0.8454193851172297,0.7112048123695585
5,24,ok,10,192,10.0,1.9709721389568586,2.395957012769166,0.9346833121671531,0.834710814160967,0.8836105268346397,0.8347108141609676
5,25,ok,10,192,10.0,2.7533091371779848,4.508703648876043,0.688460472896974,0.39692896754084595,0.6703927730820334,0.39692896754084783
5,26,ok,10,192,10.0,2.54545923879823,3.085391080816263,0.8253436752841009,0.6155981376491839,0.7478867445510633,0.6155981376491855
5,27,ok,10,192,10.0,1.3676635857535075,1.6128384734845285,0.9701806395258068,0.9197237668353095,0.8229386262888114,0.9197237668353098
5,28,ok,10,192,10.0,1.5623092540003198,2.042502260801619,0.9304788838296055,0.8608277079809256,0.871403013802509,0.860827707980926
5,29,ok,10,192,10.0,2.098173685263464,2.6306986566916675,0.8851150517764638,0.7657339338228005,0.8719028054696714,0.7657339338228013
5,30,ok,10,192,10.0,1.681104583256274,1.9246913001471644,0.9377625146310912,0.8695508075138022,0.866214037120655,0.8695508075138026
5,31,ok,10,192,10.0,1.9769434344671026,2.624751523916742,0.8789822443246749,0.7541991090549942,0.8302545545405227,0.7541991090549951
5,32,ok,10,192,10.0,1.051650742750644,1.2971564770079382,0.9794361049848443,0.9414116093358589,0.945626149616538,0.9414116093358591
5,33,ok,10,192,10.0,1.6950748042367194,2.0418506755217183,0.9613327128946925,0.8911206892993992,0.9606407062390889,0.8911206892993996
5,34,ok,10,192,10.0,1.1549324792317748,1.3170024238564746,0.9745221646107318,0.9449672371972224,0.9026022543115353,0.9449672371972226
5,35,ok,10,192,10.0,2.8495493456917758,4.7333863042530915,0.7102887493244932,0.4113471033235576,0.7099121677068094,0.41134710332355917
5,36,ok,10,192,10.0,2.919101573813532,4.077790769746944,0.6487215592049911,0.40165942680097944,0.5892922781298162,0.40165942680098166
5,37,ok,10,192,10.0,1.379469694186082,1.7549209152321033,0.9572879732924351,0.8894109617702397,0.902243952220657,0.8894109617702401
5,38,ok,10,192,10.0,1.0473292074388154,1.5796105313706583,0.9732883409098569,0.9202053881006447,0.8760566245062177,0.9202053881006449
5,39,ok,10,192,10.0,2.1696316040976855,2.6807045647471397,0.8458581966607949,0.7061854308827483,0.8188017032205781,0.7061854308827495
5,40,ok,10,192,10.0,2.0998893265954393,2.5602764067913473,0.8530533028555018,0.7000037561862531,0.8527386086413405,0.7000037561862544
5,41,ok,10,192,10.0,2.492241916261901,3.0835937464628462,0.8295960056419412,0.6860946772119072,0.7628999735462143,0.6860946772119081
5,42,ok,10,192,10.0,2.15200956030385,3.0812349128817056,0.8859600532454263,0.7441799195331696,0.7519609009242288,0.7441799195331703
5,43,ok,10,192,10.0,1.3506449023875575,1.6599406377382524,0.9704635199584867,0.9300877731180069,0.9559056805629355,0.9300877731180072
5,44,ok,10,192,10.0,1.1193468946342364,1.345686860018746,0.9703215078040834,0.9400625236947453,0.9700049960222054,0.9400625236947455
5,45,ok,10,192,10.0,1.5843325811641988,1.8560460119437963,0.9496367211675066,0.8755559548340126,0.8778964437507372,0.8755559548340129
5,46,ok,10,192,10.0,1.2026643773635441,1.5676446424404495,0.9712199425323448,0.93441321407707,0.9297759829568888,0.9344132140770701
5,47,ok,10,192,10.0,2.2459359903839866,3.0574084969975295,0.895644146354059,0.7936814753528164,0.8929399285304468,0.7936814753528169
5,48,ok,10,192,10.0,1.500128145538565,1.9647163627057997,0.9617296023276334,0.9139080320999702,0.8774927622419936,0.9139080320999704
5,49,ok,10,192,10.0,1.9160491690541677,2.56995372276293,0.9462046916315858,0.8422024554361772,0.8683659003812865,0.8422024554361776
10,0,ok,20,182,20.0,1.6326350146035566,2.208739327398453,0.917495724668075,0.8382994724213457,0.8849191703832944,0.838299472421346
10,1,ok,20,182,20.0,2.263831716845425,3.3110354475124013,0.8898506973111622,0.759935157584834,0.7546104807777555,0.7599351575848342
10,2,ok,20,182,20.0,1.758238795508987,2.036604520680106,0.94775301481181,0.8981079754434872,0.9226031301844866,0.8981079754434873
10,3,ok,20,182,20.0,1.5349351951997505,2.0137148285525983,0.9486755009935648,0.8886604357614056,0.8588951101997803,0.8886604357614059
10,4,ok,20,182,20.0,2.0418186388259527,2.630075905853273,0.9113222044415785,0.8192602704335854,0.8448039162503657,0.8192602704335857
10,5,ok,20,182,20.0,2.2286242214901906,3.0613627549999394,0.877480212797021,0.7675326859490467,0.8568871099531467,0.767532685949047
10,6,ok,20,182,20.0,1.708043603717806,1.9552597003015468,0.936467561306802,0.8741169462050653,0.9342331309861397,0.8741169462050655
10,7,ok,20,182,20.0,2.890437841496214,3.2169487859478094,0.8790686088141397,0.7223909914053017,0.6761120218218984,0.7223909914053022
